ERAID,Rank,Title,FoR1,FoR1 Name,FoR2,FoR2 Name,FoR3,FoR2 Name,ISSN1,ISSN2,ISSN3,ISSN4
40425,B,Journal of Women's Health,1117,Public Health and Health Services,,,,,1540-9996,1931-843X,,
7359,A,Journal of Women's History,2103,Historical Studies,,,,,1042-7961,1527-2036,,
4956,C,Journal of Wood Chemistry and Technology,0912,Materials Engineering,,,,,0277-3813,1532-2319,,
42157,C,Journal of Wood Science,0705,Forestry Sciences,,,,,1611-4663,1435-0211,,
35902,C,Journal of Workplace Learning: employee counselling today,1503,Business and Management,,,,,1366-5626,,,
31106,A,Journal of World Business,1503,Business and Management,,,,,1090-9516,1878-5573,0022-5428,
6032,C,Journal of World Health and Population,1603,Demography ,1117,Public Health and Health Services,,,1718-3340,1095-8940,,
7360,A,Journal of World History: official journal of the World History Association,2103,Historical Studies,,,,,1045-6007,1527-8050,,
36647,A,Journal of World Investment and Trade,1801,Law,,,,,1660-7112,1424-1196,,
8119,A,Journal of World Prehistory,2101,Archaeology,,,,,0892-7537,1573-7802,,
17283,A,Journal of World Trade,1402,Applied Economics,1801,Law,,,1011-6702,,,
40536,C,Journal of World-Systems Research,MD,Multidisciplinary,,,,,1076-156X,,,
30453,B,Journal of Wound Care,1110,Nursing,,,,,0969-0700,,,
14132,C,Journal of Wound Ostomy and Continence Nursing,1110,Nursing,,,,,1071-5754,1528-3976,,
34350,B,Journal of X-ray Science and Technology,02,Physical Sciences,01,Mathematical Sciences,,,0895-3996,1095-9114,,
6495,B,Journal of Youth and Adolescence: a multidisciplinary research publication,1303,Specialist Studies In Education,1701,Psychology,,,0047-2891,1573-6601,,
41746,C,Journal of Youth and Theology,2204,Religion and Religious Studies,,,,,1741-0819,,,
20032,A,Journal of Youth Studies,1608,Sociology,,,,,1367-6261,1469-9680,,
17719,C,Journal of Zhejiang University (Science Edition),MD,Multidisciplinary,,,,,1008-9497,,,
5535,C,Journal of Zoo and Wildlife Medicine,0707,Veterinary Sciences,,,,,1042-7260,1937-2825,0093-4526,
2959,C,Journal of Zoological Systematics and Evolutionary Research,0603,Evolutionary Biology,,,,,0947-5745,1439-0469,,
2960,A,Journal of Zoology,0608,Zoology,0602,Ecology,0501,Ecological Applications,0952-8369,1469-7998,,
42159,C,Journal on Chain and Network Science,1608,Sociology,,,,,1569-1829,1875-0931,,
32002,C,Journal on Educational  Resources in Computing,0899,Other Information and Computing Sciences,,,,,1531-4278,,,
20410,C,Journal on Excellence in College Teaching,1301,Education Systems ,,,,,1052-4800,1945-2993,,
39882,C,Journal on Numerical Methods and Computer Applications,09,Engineering,08,Information and Computing Sciences,01,Mathematical Sciences,1000-3266,,,
33549,B,Journal on Telecommunications and High Technology Law,1801,Law,,,,,1543-8899,,,
35273,B,Journalism and Mass Communication Educator,1903,Journalism and Professional Writing,2001,Communication and Media Studies,,,1077-6958,0022-5517,,
9235,A,Journalism and Mass Communication Quarterly: devoted to research and commentary in journalism and mass communication,1903,Journalism and Professional Writing,2001,Communication and Media Studies,,,1077-6990,,,
7361,B,Journalism History,2202,History and Philosophy Of Specific Fields,2001,Communication and Media Studies,1903,Journalism and Professional Writing,0094-7679,,,
9265,B,Journalism Practice,1903,Journalism and Professional Writing,,,,,1751-2786,1751-2794,,
30002,A,Journalism Studies,1903,Journalism and Professional Writing,,,,,1461-670X,1469-9699,,
9266,A*,"Journalism: theory, practice and criticism",1903,Journalism and Professional Writing,,,,,1464-8849,1741-3001,,
41673,C,"JP Journal of Algebra, Number Theory and Applications",0102,Applied Mathematics,,,,,0972-5555,,,
32330,C,JP Journal of Biostatistics,0104,Statistics ,,,,,0973-5143,,,
41676,C,JP Journal of Fixed Point Theory and Applications,0102,Applied Mathematics,,,,,0973-4228,,,
32523,C,JP Journal of Geometry and Topology,0101,Pure Mathematics,0105,Mathematical Physics,,,0972-415X,,,
3700,B,JSME International Journal Series A-Solid Mechanics and Material Engineering,0913,Mechanical Engineering,,,,,1344-7912,1347-5363,1340-8046,
3617,B,JSME International Journal Series C-Mechanical Systems Machine Elements and Manufacturing,0910,Manufacturing Engineering,,,,,1344-7653,1347-538X,1340-8062,
5157,C,JSME International Journal. Series B,0915,Interdisciplinary Engineering,,,,,1340-8054,1347-5371,,
12811,B,Judaica: Beitraege zum Verstehen des Judentums,2204,Religion and Religious Studies,,,,,0022-572X,,,
12812,C,Judaism: a quarterly journal of Jewish life and thought,2204,Religion and Religious Studies,,,,,0022-5762,,,
30330,B,Judgment and Decision Making,1701,Psychology,1702,Cognitive Science,,,1930-2975,,,
33550,B,Judicature: journal of the American Judicature Society,1801,Law,,,,,0022-5800,,,
40218,C,Judicial Officers' Bulletin,1801,Law,1602,Criminology,,,1036-1294,,,
10407,C,Jump Cut,19,Studies In Creative Arts and Writing,,,,,0146-5546,,,
10034,C,Junctures: the journal for thematic dialogue,19,Studies In Creative Arts and Writing,,,,,1176-5119,,,
15388,C,Juntendo Medical Journal,11,Medical and Health Sciences,,,,,0022-6769,,,
33934,B,Juridical Review: law journal of Scottish universities,1801,Law,,,,,0022-6785,,,
33551,A,"Jurimetrics: journal of law, science and technology",1801,Law,,,,,0897-1277,,,
31376,A,Jurist: Studies in Church Law and Ministry,2204,Religion and Religious Studies,1801,Law,,,0022-6858,,,
36648,A*,Juristenzeitung,1801,Law,,,,,0022-6882,,,
40201,C,Juristische Blaetter: mit Beilage Wirtschaftsrechtliche Blaetter: Wbl,1801,Law,,,,,0022-6912,1613-7639,,
36649,B,Jurists Review,1801,Law,,,,,1005-0221,,,
30163,B,Just Labor,1503,Business and Management,,,,,1705-1436,,,
40369,C,Just Policy: a journal of Australian social policy,1605,Policy and Administration,1608,Sociology,1801,Law,1323-2266,,,
17286,A,Justice Quarterly,1602,Criminology,1801,Law,,,0741-8825,1745-9109,,
36211,C,Justice Research and Policy,1602,Criminology,,,,,1942-8022,1525-1071,,
33552,C,Justice System Journal,1801,Law,,,,,0098-261X,,,
33553,C,Juvenile and Family Court Journal,1801,Law,,,,,0161-7109,1755-6988,0162-0525,0093-7231
9348,C,Ka Ho 'Oilina: the legacy: journal of hawaiian language sources,2003,Language Studies,,,,,1535-3133,1542-4243,,
11937,C,Ka Mate Ka Ora: a New Zealand journal of poetry and poetics,2005,Literary Studies,,,,,1177-2182,,,
34870,A*,Kabbalah (Culver City): journal for the study of Jewish mystical texts,2103,Historical Studies,,,,,1081-8561,,,
32731,C,Kadin / Woman 2000: kadin arastirmalari dergisi - journal for women studies,1699,Other Studies In Human Society,,,,,1302-9916,,,
7363,B,Kadmos: Zeitschrift fuer vor- und fruehgriechische Epigraphik,2103,Historical Studies,,,,,0022-7498,1613-0723,,
3909,C,Kagaku Kogaku Ronbunshu,0904,Chemical Engineering ,,,,,0386-216X,1349-9203,,
42160,C,Kagaku Kyoiku Kenkyu,1399,Other Education ,,,,,0386-4553,,,
42162,B,Kai Tiaki: Nursing New Zealand,1110,Nursing,,,,,1173-2032,,,
30149,C,Kailash: an interdisciplinary journal of Himalayan studies,MD,Multidisciplinary,,,,,0377-7499,,,
20773,C,Kairos,1302,Curriculum and Pedagogy ,,,,,1148-9227,,,
21544,B,Kajian Malaysia: journal of Malaysian studies,MD,Multidisciplinary,,,,,0127-4082,,,
21545,C,Kalam: Journal of Culture,2002,Cultural Studies,1608,Sociology,,,0854-7866,,,
11939,C,Kalliope: a journal of women's literature and art,2005,Literary Studies,,,,,0735-7885,,,
13163,C,Kanagawa-Ken Seishin Igakkaishi,1103,Clinical Sciences,,,,,0288-9617,,,
4368,C,Kankyo Kagaku Kenkyujo Hokoku,0905,Civil Engineering,,,,,1346-4736,,,
35622,C,Kansas Economic Report and Kansas Economic Indicators,14,Economics,,,,,1043-6227,,,
2954,C,Kansas Entomological Society. Journal,0608,Zoology,,,,,0022-8567,1937-2353,,
33554,B,Kansas Journal of Law and Public Policy,1801,Law,,,,,1055-8942,,,
14227,C,Kansas Nurse,1110,Nursing,,,,,0022-8710,,,
8499,A,Kant Studien: philosophische Zeitschrift der Kant-Gesellschaft,2203,Philosophy ,,,,,0022-8877,1613-1134,,
8498,A,Kantian Review,2203,Philosophy ,,,,,1369-4154,,,
10408,B,Kanunnah,MD,Multidisciplinary,,,,,1832-536X,,,
8122,B,Kaogu Xuebao,MD,Multidisciplinary,,,,,0453-2902,,,
32644,C,Karnataka State Dental Journal,1105,Dentistry,,,,,0973-3442,,,
2542,C,Karstenia: the mycological journal,0605,Microbiology ,,,,,0453-3402,,,
35111,C,Karstological Review,0406,Physical Geography and Environmental Geoscience,,,,,0583-6050,1580-2612,,
8124,B,Karthago: revue d'archeologie mediterraneenne,2101,Archaeology,,,,,0453-3429,1783-1563,0075-5184,
35045,C,Karunungan: a journal of philosophy,2203,Philosophy ,,,,,0116-7073,,,
12813,C,"Katechetische Blaetter: Zeitschrift fuer Religionsunterricht, Gemeindekatechese, Kirchliche Jugendarbeit",2204,Religion and Religious Studies,,,,,0342-5517,,,
15389,C,Kathmandu University Medical Journal,11,Medical and Health Sciences,,,,,1812-2027,1812-2078,,
34602,C,"Keats - Shelley Journal: Keats, Shelley, Byron, Hunt, and their circles",2005,Literary Studies,,,,,0453-4387,,,
39881,B,KEDI Journal of Educational Policy,13,Education,,,,,1739-4341,,,
8893,C,Keel Ja Kirjandus,2004,Linguistics,2005,Literary Studies,,,0131-1441,,,
35388,C,Keeping Good Companies,1503,Business and Management,1801,Law,,,1444-7614,1323-9406,1321-8743,1038-2410
18270,B,Keio Economic Studies,14,Economics,,,,,0022-9709,,,
15390,C,Keio Journal of Medicine,11,Medical and Health Sciences,,,,,0022-9717,1880-1293,,
42163,C,Keio Journal of Politics,1606,Political Science,,,,,0389-1151,,,
18593,C,Keizai Kagaku,14,Economics,,,,,0022-9725,,,
11942,C,Kelsey Review,2005,Literary Studies,,,,,0451-6338,,,
3976,C,Kemija u Industriji: casopis kemicara i tehnologa Hrvatske,0904,Chemical Engineering ,,,,,0022-9830,1334-9090,,
8501,A,Kennedy Institute of Ethics Journal,2201,Applied Ethics,2203,Philosophy ,,,1054-6863,1086-3249,,
33555,C,Kentucky Law Journal,1801,Law,,,,,0023-026X,,,
11589,A,"Kenyon Review: an international journal of literature, culture, and the arts",2005,Literary Studies,,,,,0163-075X,,,
35621,C,Kerala: an economic review,14,Economics,,,,,0453-7440,,,
35575,C,Kerb,1201,Architecture,,,,,1324-8049,,,
7364,B,Kernos: revue internationale et pluridisciplinaire de religion grecque antique,2204,Religion and Religious Studies,,,,,0776-3824,,,
1203,C,"Kerntechnik: independent journal for nuclear engineering, energy systems, radiation and radiological",0202,"Atomic, Molecular, Nuclear, Particle and Plasma Physics",,,,,0932-3902,,,
12817,B,Kerygma und Dogma: Zeitschrift fuer theologische Forschung und kirchliche Lehre,2204,Religion and Religious Studies,,,,,0023-0707,,,
2757,C,Kew Bulletin,0607,Plant Biology,,,,,0075-5974,1874-933X,,
8144,C,Key Engineering Materials,2101,Archaeology,0912,Materials Engineering,,,1013-9826,0252-1059,0250-9784,
1589,C,Khimiya Geterotsiklicheskikh Soedinenii,0305,Organic Chemistry,,,,,0132-6244,0009-3122,,
16550,C,Kidney and Blood Pressure Research,1103,Clinical Sciences,,,,,1420-4096,1423-0143,,
16551,A,Kidney International,1103,Clinical Sciences,,,,,0085-2538,1523-1755,,
8502,B,Kierkegaard Studies,2203,Philosophy ,,,,,1430-5372,1612-9792,,
35223,C,Kierkegaardiana,2203,Philosophy ,,,,,0075-6032,,,
6497,B,Kindheit und Entwicklung: Zeitschrift fuer klinische Kinderpsychologie,1701,Psychology,,,,,0942-5403,,,
34817,B,Kinema: a journal for film and audiovisual media,1902,"Film, Television and Digital Media",,,,,1192-6252,,,
16552,C,Kinesitherapie la Revue,1103,Clinical Sciences,,,,,1779-0123,1632-8337,,
1478,C,Kinetics and Catalysis,0307,Theoretical and Computational Chemistry,,,,,0023-1584,1608-3210,0453-8811,
10410,C,Kinetoscopio,1902,"Film, Television and Digital Media",,,,,0121-3776,,,
21006,C,King Saud University Journal. Architecture and Planning,1205,Urban and Regional Planning,,,,,1018-3604,,,
10411,C,King Saud University Journal. Arts,19,Studies In Creative Arts and Writing,,,,,1018-3612,,,
9350,C,King Saud University Journal. Language and Translation,2003,Language Studies,,,,,1319-6618,,,
17638,C,King Saud University Journal: Science,MD,Multidisciplinary,,,,,1018-3647,,,
33556,B,King's Law Journal,1801,Law,,,,,0961-5768,,,
35799,C,Kino,1902,"Film, Television and Digital Media",,,,,0861-4393,,,
35797,B,KinoKultura,1902,"Film, Television and Digital Media",,,,,1478-6567,,,
12818,B,Kirchliche Zeitgeschichte: Internationale Halbjahresschrift fuer Theologie und Geschichtswissenschaft,2204,Religion and Religious Studies,,,,,0932-9951,,,
11943,C,Kiswahili,2005,Literary Studies,,,,,0856-048X,,,
15392,C,Kitakanto Medical Journal,11,Medical and Health Sciences,,,,,1343-2826,,,
31291,C,Kiva: the journal of Southwestern anthropology and history,2101,Archaeology,,,,,0023-1940,,,
3977,C,Klei Germetiki Tekhnologii,0904,Chemical Engineering ,,,,,1813-7008,,,
31463,A,Kleist-Jahrbuch,2005,Literary Studies,,,,,0722-8899,,,
2347,C,Klinicka Biochemie a Metabolismus,0601,Biochemistry and Cell Biology,,,,,1210-7921,,,
13165,C,Klinik Psikofarmakoloji Bulteni-Bulletin of Clinical Psychopharmacology,1103,Clinical Sciences,,,,,1017-7833,1302-9657,,
16553,C,Klinische Monatsblaetter fuer Augenheilkunde,1103,Clinical Sciences,,,,,0023-2165,1439-3999,,
16555,C,Klinische Paediatrie: Zeitschrift fuer Klinik und Praxis,1103,Clinical Sciences,,,,,0300-8630,1439-3824,,
7365,A,Klio: Beitraege zur Alten Geschichte,2103,Historical Studies,,,,,0075-6334,,,
16556,C,Knee,1106,Human Movement and Sports Science,1103,Clinical Sciences,,,0968-0160,1873-5800,,
9785,B,Knee Surgery Sports Traumatology Arthroscopy,1106,Human Movement and Sports Science,1103,Clinical Sciences,,,0942-2056,1433-7347,,
18060,B,Knowledge and Information Systems,0806,Information Systems,1503,Business and Management,,,0219-1377,0219-3116,,
5742,B,Knowledge and Management of Aquatic Ecosystems: an international journal on aquatic ecosystems,0704,Fisheries Sciences,,,,,0767-2861,1961-9499,1297-6318,
19371,C,Knowledge and Process Management (Print Edition): the journal of corporate transformation,1503,Business and Management,,,,,1092-4604,1099-1441,,
18061,B,Knowledge Engineering Review,0801,Artificial Intelligence and Image Processing,1702,Cognitive Science,,,0269-8889,1469-8005,,
36074,B,Knowledge Management Research and Practice,0806,Information Systems,1702,Cognitive Science,,,1477-8238,1477-8246,,
10606,A,"Knowledge Organization: international journal devoted to concept theory, classification, indexing, and knowledge representation",0807,Library and Information Studies,,,,,0943-7444,,,
10738,C,Knowledge Quest,1303,Specialist Studies In Education,,,,,1094-9046,0278-4823,,
42168,C,"Knowledge, Technology and Policy: the international journal of knowledge transfer and utilization",1608,Sociology,2203,Philosophy ,,,0897-1986,,,
18062,B,Knowledge-Based Systems,0806,Information Systems,1503,Business and Management,1702,Cognitive Science,0950-7051,1872-7409,,
15394,C,Kobe Journal of Medical Sciences,11,Medical and Health Sciences,,,,,0023-2513,1883-0498,,
18272,C,Kobe University Economic Review,14,Economics,,,,,0454-1111,,,
3978,C,Kobunshi Ronbunshu,0904,Chemical Engineering ,,,,,0386-2186,0023-2556,,
600,B,Kodai Mathematical Journal,0101,Pure Mathematics,,,,,0386-5991,0023-2599,,
6498,C,Koelner Zeitschrift fuer Soziologie und Sozialpsychologie,1608,Sociology,1701,Psychology,,,0023-2653,1861-891X,,
7367,B,Kokalos,2103,Historical Studies,,,,,0392-0887,2035-276X,,
17539,C,Kongelige Danske Videnskabernes Selskab. Matematisk - Fysiske Meddelelser,MD,Multidisciplinary,,,,,0023-3323,,,
44934,C,Konkurito Kogaku,1202,Building,,,,,0387-1061,,,
10035,B,Konsthistorisk Tidskrift,1901,Art Theory and Criticism,1905,Visual Arts and Crafts,,,0023-3609,1651-2294,,
9563,C,"Konteksty. Polska Sztuka Ludowa: antropologia kultury, etnografia, sztuka",1601,Anthropology ,,,,,1230-6142,0032-3721,,
36970,C,Konvergencias: revista de filosofia y culturas en dialogo,2099,"Other Language, Communication and Culture",2203,Philosophy ,1702,Cognitive Science,1669-9092,,,
4959,C,Korea - Australia Rheology Journal,0912,Materials Engineering,0904,Chemical Engineering ,,,1226-119X,,,
21557,B,Korea Journal,MD,Multidisciplinary,,,,,0023-3900,,,
21558,C,Korea Observer,MD,Multidisciplinary,,,,,0023-3919,,,
